rfam_acc,description,rna_type,number_seqs,number_of_columns,number_residues,average_length,percent_identity,source
RF00004,U2 spliceosomal RNA,Gene; snRNA; splicing;,16770,1340,2860926,170.6,50,Rfam full
RF00001,5S ribosomal RNA,Gene; rRNA;,140644,1114,16405462,116.6,56,Rfam full
RF00943,microRNA MIR824,Gene; miRNA;,30,864,16956,565.2,67,Rfam full
RF00623,Pseudomonas sRNA P1,Gene;,65,216,11670,179.5,68,Rfam full
RF00009,Nuclear RNase P,Gene; ribozyme;,1353,2558,482884,356.9,36,Rfam full
RF02540,Archaeal large subunit ribosomal RNA,Gene; rRNA;,1443,28157,2242361,1554.0,41,Rfam full
RF00023,transfer-messenger RNA,Gene;,6693,2203,2453633,366.6,42,Rfam full
RF00177,Bacterial small subunit ribosomal RNA,Gene; rRNA;,22178,21452,23397156,1055.0,60,Rfam full
RF00017,Metazoan signal recognition particle RNA,Gene;,42477,2602,7728686,181.9,66,Rfam full
RF01960,Eukaryotic small subunit ribosomal RNA,Gene; rRNA;,21653,42321,19903667,919.2,48,Rfam full
RF00005,tRNA,Gene; tRNA;,1430083,921,104783235,73.3,53,Rfam full
RF02541,Bacterial large subunit ribosomal RNA,Gene; rRNA;,25446,64079,44119184,1733.8,50,Rfam full
RF02543,Eukaryotic large subunit ribosomal RNA,Gene; rRNA;,33318,126301,39474925,1184.8,31,Rfam full
RF00945,microRNA mir-1226,Gene; miRNA;,13,76,978,75.2,92,Rfam full
RF00932,microRNA mir-471,Gene; miRNA;,4,66,264,66.0,98,Rfam full
RF00946,microRNA mir-1225,Gene; miRNA;,43,97,3961,92.1,93,Rfam full
RF00947,microRNA mir-929,Gene; miRNA;,94,82,6917,73.6,80,Rfam full
RF00949,microRNA mir-983,Gene; miRNA;,7,90,627,89.6,91,Rfam full
RF00948,microRNA mir-996,Gene; miRNA;,79,83,5471,69.3,75,Rfam full
RF00952,microRNA mir-650,Gene; miRNA;,621,134,57635,92.8,74,Rfam full
RF00951,microRNA mir-1302,Gene; miRNA;,3596,153,187335,52.1,82,Rfam full
RF00953,microRNA mir-1497,Gene; miRNA;,3,74,220,73.3,88,Rfam full
RF00954,microRNA MIR1446,Gene; miRNA;,22,118,2335,106.1,71,Rfam full
RF00624,Pseudomonas sRNA P9,Gene;,135,127,10711,79.3,69,Rfam full
RF00955,microRNA mir-1829,Gene; miRNA;,10,58,580,58.0,84,Rfam full
RF00950,microRNA mir-927,Gene; miRNA;,110,89,9278,84.3,71,Rfam full
RF00956,microRNA MIR1444,Gene; miRNA;,8,87,686,85.8,86,Rfam full
RF00957,microRNA mir-663,Gene; miRNA;,103,114,9266,90.0,75,Rfam full
RF00959,microRNA mir-612,Gene; miRNA;,20,109,2005,100.2,81,Rfam full
RF00958,microRNA mir-498,Gene; miRNA;,15,126,1850,123.3,79,Rfam full
RF00960,microRNA mir-661,Gene; miRNA;,10,93,885,88.5,93,Rfam full
RF00961,microRNA mir-581,Gene; miRNA;,13,89,1152,88.6,96,Rfam full
RF00962,microRNA mir-586,Gene; miRNA;,13,89,1139,87.6,95,Rfam full
RF00964,microRNA mir-938,Gene; miRNA;,13,81,1047,80.5,92,Rfam full
RF00625,Pseudomonas sRNA P11,Gene;,50,171,6876,137.5,68,Rfam full
RF00965,microRNA mir-549,Gene; miRNA;,13,72,917,70.5,97,Rfam full
RF00966,mir-676 microRNA precursor family,Gene; miRNA;,42,73,3026,72.0,89,Rfam full
RF00967,mir-281 microRNA precursor family,Gene; miRNA;,5,86,425,85.0,86,Rfam full
RF00968,mir-626 microRNA precursor family,Gene; miRNA;,12,88,1010,84.2,95,Rfam full
RF00969,microRNA mir-556,Gene; miRNA;,13,94,1143,87.9,95,Rfam full
RF00963,microRNA mir-642,Gene; miRNA;,12,83,990,82.5,91,Rfam full
RF00970,mir-648 microRNA precursor family,Gene; miRNA;,12,94,1018,84.8,93,Rfam full
RF00972,microRNA mir-651,Gene; miRNA;,20,99,1935,96.8,69,Rfam full
RF00971,mir-578 microRNA precursor family,Gene; miRNA;,10,84,840,84.0,97,Rfam full
RF00973,microRNA mir-597,Gene; miRNA;,20,107,1945,97.2,81,Rfam full
RF00627,Pseudomonas sRNA P15,Gene;,81,158,9701,119.8,78,Rfam full
RF00977,microRNA mir-600,Gene; miRNA;,13,80,1016,78.2,96,Rfam full
RF01023,microRNA mir-940,Gene; miRNA;,35,97,3277,93.6,86,Rfam full
RF01024,microRNA mir-944,Gene; miRNA;,12,88,1055,87.9,96,Rfam full
RF01025,microRNA mir-934,Gene; miRNA;,13,83,1078,82.9,96,Rfam full
RF01026,microRNA MIR828,Gene; miRNA;,86,359,10819,125.8,64,Rfam full
RF01027,microRNA mir-765,Gene; miRNA;,12,114,1366,113.8,95,Rfam full
RF01028,microRNA mir-633,Gene; miRNA;,12,100,1164,97.0,85,Rfam full
RF01709,Lacto-rpoB RNA,Cis-reg;,96,63,5552,57.8,63,Rfam full
RF01708,L17 ribosomal protein downstream element,Cis-reg;,202,181,15006,74.3,59,Rfam full
RF01757,sbcD RNA,Gene; sRNA;,20,200,2946,147.3,72,Rfam full
RF00626,Gurken localisation signal,Cis-reg;,3,69,207,69.0,98,Rfam full
RF01710,Lacto-usp RNA,Gene; sRNA;,22,101,1970,89.5,66,Rfam full
RF01760,traJ-II RNA,Cis-reg;,193,164,19408,100.6,67,Rfam full
RF01761,wcaG RNA,Cis-reg;,130,192,12734,98.0,65,Rfam full
RF01032,microRNA mir-554,Gene; miRNA;,22,110,2081,94.6,79,Rfam full
RF01033,microRNA mir-767,Gene; miRNA;,46,121,5046,109.7,85,Rfam full
RF01034,microRNA mir-618,Gene; miRNA;,12,95,1139,94.9,93,Rfam full
RF01035,microRNA mir-887,Gene; miRNA;,14,78,1090,77.9,99,Rfam full
RF01036,microRNA mir-567,Gene; miRNA;,24,120,2301,95.9,76,Rfam full
RF01037,microRNA mir-644,Gene; miRNA;,11,107,1040,94.5,91,Rfam full
RF01038,microRNA mir-1307,Gene; miRNA;,33,90,2920,88.5,98,Rfam full
RF00628,RgsA sRNA,Gene; sRNA;,89,237,17199,193.2,70,Rfam full
RF01039,microRNA mir-937,Gene; miRNA;,37,102,3161,85.4,74,Rfam full
RF01041,microRNA mir-604,Gene; miRNA;,15,86,1288,85.9,94,Rfam full
RF01040,microRNA mir-573,Gene; miRNA;,11,80,879,79.9,94,Rfam full
RF01042,microRNA mir-891,Gene; miRNA;,58,89,4581,79.0,76,Rfam full
RF01043,microRNA MIR1023,Gene; miRNA;,8,177,1287,160.9,65,Rfam full
RF01044,microRNA mir-345,Gene; miRNA;,48,93,4301,89.6,90,Rfam full
RF01045,microRNA mir-544,Gene; miRNA;,2440,238,234815,96.2,73,Rfam full
RF01046,Wingless localisation element 3 (WLE3),Cis-reg;,19,44,828,43.6,83,Rfam full
RF01047,HBV RNA encapsidation signal epsilon,Cis-reg;,36,62,2197,61.0,96,Rfam full
RF01050,Saccharomyces telomerase,Gene;,22,1365,24794,1127.0,75,Rfam full
RF00629,Pseudomonas sRNA P24,Gene;,71,407,17924,252.5,71,Rfam full
RF01051,Cyclic di-GMP-I riboswitch,Cis-reg;,4213,515,371740,88.2,55,Rfam full
RF01052,Arthropod 7SK RNA,Gene;,121,759,38897,321.5,56,Rfam full
RF01053,Deinococcus radiodurans Y RNA,Gene;,2,126,252,126.0,100,Rfam full
RF01054,preQ1-II (pre queuosine) riboswitch,Cis-reg; riboswitch;,72,359,7786,108.1,67,Rfam full
RF01055,Moco (molybdenum cofactor) riboswitch,Cis-reg; riboswitch;,1390,723,186902,134.5,49,Rfam full
RF01056,Magnesium Sensor,Cis-reg; riboswitch;,40,147,4558,114.0,73,Rfam full
RF01057,S-adenosyl-L-homocysteine riboswitch,Cis-reg; riboswitch;,834,360,76611,91.9,54,Rfam full
RF01059,microRNA mir-598,Gene; miRNA;,1754,362,184248,105.0,73,Rfam full
RF01061,microRNA mir-548,Gene; miRNA;,962,146,81532,84.8,87,Rfam full
RF01064,microRNA mir-253,Gene; miRNA;,9,99,878,97.6,83,Rfam full
RF00632,sxy 5' UTR element,Cis-reg;,3,104,312,104.0,98,Rfam full
RF01065,23S methyl RNA motif,Cis-reg;,201,157,20651,102.7,61,Rfam full
RF01066,6C RNA,Cis-reg;,403,116,30440,75.5,71,Rfam full
RF01067,ATPC RNA motif,Gene;,100,115,9109,91.1,70,Rfam full
RF01068,Guanidine-II riboswitch,Cis-reg;,966,102,46601,48.2,54,Rfam full
RF01069,purD RNA motif,Cis-reg;,93,197,11849,127.4,54,Rfam full
RF01070,SucA RNA motif,Cis-reg;,266,140,22270,83.7,71,Rfam full
RF01072,Pseudoknot of upstream pseudoknot domain (UPD) of the 3'UTR,Cis-reg;,36,50,1145,31.8,81,Rfam full
RF01073,Gag/pol translational readthrough site,Cis-reg;,765,94,47561,62.2,79,Rfam full
RF01075,Pseudoknot of tRNA-like structure,Cis-reg;,3,97,288,96.0,92,Rfam full
RF01074,Putative RNA-dependent RNA polymerase ribosomal frameshift site,Cis-reg; frameshift_element;,12,41,480,40.0,79,Rfam full
RF00634,"S-adenosyl methionine (SAM) riboswitch,",Cis-reg; riboswitch;,1244,359,144901,116.5,68,Rfam full
RF01076,Polymerase ribosomal frameshift site,Cis-reg; frameshift_element;,4,72,288,72.0,93,Rfam full
RF01071,Ornate Large Extremophilic RNA,Gene;,280,1132,169899,606.8,61,Rfam full
RF01077,Pseudoknot of tRNA-like structure,Cis-reg;,6,67,397,66.2,88,Rfam full
RF01079,Putative RNA-dependent RNA polymerase ribosomal frameshift site,Cis-reg; frameshift_element;,3,39,117,39.0,97,Rfam full
RF01080,Pseudoknot of upstream pseudoknot domain (UPD) of the 3'UTR,Cis-reg;,5,32,160,32.0,86,Rfam full
RF01081,Pseudoknot of upstream pseudoknot domain (UPD) of the 3'UTR,Cis-reg;,5,26,130,26.0,87,Rfam full
RF01078,3'-terminal pseudoknot in PYVV,Cis-reg;,4,59,228,57.0,86,Rfam full
RF01082,Pseudoknot of upstream pseudoknot domain (UPD) of the 3'UTR,Cis-reg;,4,25,100,25.0,88,Rfam full
RF00106,RNAI,Gene; antisense;,151,154,15629,103.5,77,Rfam full
RF00108,Small nucleolar RNA SNORD116,Gene; snRNA; snoRNA; CD-box;,853,197,79789,93.5,77,Rfam full
RF00636,ncRNA Repressor of NFAT (nuclear factor of activated T cells),Gene;,115,422,42149,366.5,87,Rfam full
RF00104,mir-10 microRNA precursor family,Gene; miRNA;,763,134,56116,73.5,66,Rfam full
RF00109,Vimentin 3' UTR protein-binding region,Cis-reg;,179,153,12094,67.6,78,Rfam full
RF00110,RybB RNA,Gene; sRNA;,120,117,9199,76.7,78,Rfam full
RF00011,Bacterial RNase P class B,Gene; ribozyme;,790,1059,290205,367.3,61,Rfam full
RF00111,SdsR_RyeB RNA,Gene; sRNA;,239,204,23390,97.9,64,Rfam full
RF00112,CyaR/Rye RNA,Gene; sRNA;,100,149,8677,86.8,72,Rfam full
RF00113,Short Intergenic Abundant RNA,Gene; antitoxin;,54,173,8022,148.6,73,Rfam full
RF00115,McaS/IsrA RNA,Gene; sRNA;,17,124,1621,95.4,66,Rfam full
RF00114,Ribosomal S15 leader,Cis-reg; leader;,632,263,74167,117.4,53,Rfam full
RF00116,C0465 RNA,Gene; sRNA;,9,78,698,77.6,99,Rfam full
RF00117,C0719 RNA,Gene; sRNA;,10,222,2220,222.0,99,Rfam full
RF00635,Highly accelerated region 1A/1B,Gene; lncRNA;,101,119,11889,117.7,95,Rfam full
RF00118,rydB RNA,Gene; sRNA;,52,77,3300,63.5,76,Rfam full
RF00119,C0299 RNA,Gene; sRNA;,6,79,474,79.0,97,Rfam full
RF00122,GadY,Gene; sRNA;,7,114,797,113.9,99,Rfam full
RF00014,DsrA RNA,Gene; sRNA;,39,93,3320,85.1,83,Rfam full
RF00016,Small nucleolar RNA SNORD14,Gene; snRNA; snoRNA; CD-box;,1200,253,135622,113.0,70,Rfam full
RF00171,Tombusvirus 5' UTR,Cis-reg;,17,224,2557,150.4,65,Rfam full
RF00170,Retron msr RNA,Gene;,22,83,1503,68.3,75,Rfam full
RF00173,Hairpin ribozyme,Gene; ribozyme;,5,52,256,51.2,82,Rfam full
RF00172,ctgf/hcs24 CAESAR,Cis-reg;,98,173,7583,77.4,84,Rfam full
RF00175,Human immunodeficiency virus type 1 dimerisation initiation site,Cis-reg;,85,48,3404,40.0,87,Rfam full
RF00638,microRNA MIR159,Gene; miRNA;,1240,466,248022,200.0,51,Rfam full
RF00176,Tombusvirus 3' UTR region IV,Cis-reg;,20,108,1815,90.8,87,Rfam full
RF00178,mir-24 microRNA precursor family,Gene; miRNA;,247,82,17202,69.6,82,Rfam full
RF00179,GAIT element,Cis-reg;,40,100,2865,71.6,87,Rfam full
RF00180,Renin stability regulatory element (REN-SRE),Cis-reg;,49,42,1805,36.8,90,Rfam full
RF00181,Small nucleolar RNA SNORD113/SNORD114 family,Gene; snRNA; snoRNA; CD-box;,1426,219,105578,74.0,66,Rfam full
RF00182,Coronavirus packaging signal,Cis-reg;,21,110,2265,107.9,82,Rfam full
RF00183,G-CSF factor stem-loop destabilising element (SLDE),Cis-reg;,51,116,4844,95.0,80,Rfam full
RF00184,Potato virus X cis-acting regulatory element,Cis-reg;,5,54,270,54.0,97,Rfam full
RF00185,Flavivirus 3' UTR cis-acting replication element (CRE),Cis-reg;,88,115,8346,94.8,64,Rfam full
RF00186,Small nucleolar RNA SNORD101,Gene; snRNA; snoRNA; CD-box;,140,100,10297,73.5,81,Rfam full
RF00637,microRNA mir-276,Gene; miRNA;,168,122,15042,89.5,73,Rfam full
RF00187,Small nucleolar RNA SNORD102,Gene; snRNA; snoRNA; CD-box;,98,100,7190,73.4,83,Rfam full
RF00188,Small nucleolar RNA SNORD103/SNORD85,Gene; snRNA; snoRNA; CD-box;,314,128,25905,82.5,72,Rfam full
RF00189,Small nucleolar RNA SNORD95,Gene; snRNA; snoRNA; CD-box;,65,71,4420,68.0,85,Rfam full
RF00190,Small nucleolar RNA SNORA16B/SNORA16A family,Gene; snRNA; snoRNA; HACA-box;,317,376,42288,133.4,61,Rfam full
RF00192,Bovine leukaemia virus RNA packaging signal,Cis-reg;,5,55,275,55.0,96,Rfam full
RF00193,Citrus tristeza virus replication signal,Cis-reg;,10,275,2731,273.1,98,Rfam full
RF00195,RsmY RNA family,Gene; sRNA;,82,207,9850,120.1,74,Rfam full
RF00194,Rubella virus 3' cis-acting element,Cis-reg;,27,68,1807,66.9,90,Rfam full
RF00196,Alfalfa mosaic virus RNA 1 5' UTR stem-loop,Cis-reg;,6,35,210,35.0,96,Rfam full
RF01084,Pseudoknot of tRNA-like structure,Cis-reg;,16,156,2054,128.4,64,Rfam full
RF00639,microRNA mir-515,Gene; miRNA;,779,150,67848,87.1,73,Rfam full
RF01085,Pseudoknot of tRNA-like structure,Cis-reg;,2,118,234,117.0,90,Rfam full
RF01087,Pseudoknot of the regulatory region of the repZ gene,Cis-reg;,6,152,897,149.5,89,Rfam full
RF01088,Pseudoknot of tRNA-like structure,Cis-reg;,3,68,203,67.7,81,Rfam full
RF01092,Gag/pol translational readthrough site,Cis-reg;,2,61,122,61.0,100,Rfam full
RF01083,Pseudoknot of upstream pseudoknot domain (UPD) of the 3'UTR,Cis-reg;,11,21,231,21.0,91,Rfam full
RF01093,Ma3 gene ribosomal frameshift signal,Cis-reg; frameshift_element;,113,89,6830,60.4,69,Rfam full
RF01094,Polymerase ribosomal frameshift site,Cis-reg; frameshift_element;,2,118,236,118.0,87,Rfam full
RF01095,3'-terminal pseudoknot of CuYV/BPYV,Cis-reg;,4,56,224,56.0,99,Rfam full
RF01097,Gag/pro ribosomal frameshift site,Cis-reg; frameshift_element;,887,133,46417,52.3,80,Rfam full
RF01096,HepA virus 3'-terminal pseudoknot,Cis-reg;,3,56,166,55.3,92,Rfam full
RF00640,microRNA MIR167_1,Gene; miRNA;,647,809,98012,151.5,52,Rfam full
RF01098,Gag/pro ribosomal frameshift site,Cis-reg; frameshift_element;,6,50,295,49.2,95,Rfam full
RF01099,Pseudoknot of influenza A virus gene,Cis-reg;,32,48,1536,48.0,88,Rfam full
RF01100,3'-terminal pseudoknot in BYV,Cis-reg;,3,41,120,40.0,98,Rfam full
RF01101,Pseudoknot of tRNA-like structure,Cis-reg;,6,40,240,40.0,92,Rfam full
RF01102,5'-leader pseudoknot of TEV/CVMV,Cis-reg; leader;,3,37,110,36.7,80,Rfam full
RF01103,Pseudoknot of upstream pseudoknot domain (UPD) of the 3'UTR,Cis-reg;,4,29,116,29.0,98,Rfam full
RF01105,Pseudoknot of upstream pseudoknot domain (UPD) of the 3'UTR,Cis-reg;,2,27,54,27.0,100,Rfam full
RF01104,Pseudoknot of upstream pseudoknot domain (UPD) of the 3'UTR,Cis-reg;,4,29,116,29.0,93,Rfam full
RF01107,Pseudoknot of upstream pseudoknot domain (UPD) of the 3'UTR,Cis-reg;,4,27,108,27.0,100,Rfam full
RF01108,Pseudoknot of upstream pseudoknot domain (UPD) of the 3'UTR,Cis-reg;,2,26,52,26.0,100,Rfam full
RF00642,microRNA mir-23,Gene; miRNA;,236,88,17784,75.4,75,Rfam full
RF01106,Pseudoknot of upstream pseudoknot domain (UPD) of the 3'UTR,Cis-reg;,2,25,50,25.0,92,Rfam full
RF01111,Pseudoknot of upstream pseudoknot domain (UPD) of the 3'UTR,Cis-reg;,5,21,105,21.0,96,Rfam full
RF01109,Pseudoknot of upstream pseudoknot domain (UPD) of the 3'UTR,Cis-reg;,4,21,84,21.0,100,Rfam full
RF01113,Pseudoknot of upstream pseudoknot domain (UPD) of the 3'UTR,Cis-reg;,4,23,92,23.0,97,Rfam full
RF01130,Small nucleolar RNA sR46,Gene; snRNA; snoRNA; CD-box;,14,61,777,55.5,85,Rfam full
RF01131,Small nucleolar RNA sR47,Gene; snRNA; snoRNA; CD-box;,17,68,956,56.2,72,Rfam full
RF01132,Small nucleolar RNA sR48,Gene; snRNA; snoRNA; CD-box;,4,60,231,57.8,83,Rfam full
RF01133,Small nucleolar RNA sR3,Gene; snRNA; snoRNA; CD-box;,62,110,4008,64.6,68,Rfam full
RF01135,Small nucleolar RNA sR24,Gene; snRNA; snoRNA; CD-box;,6,60,333,55.5,81,Rfam full
RF01134,Small nucleolar RNA sR30,Gene; snRNA; snoRNA; CD-box;,9,60,518,57.6,82,Rfam full
RF00641,microRNA mir-154,Gene; miRNA;,1292,125,102760,79.5,60,Rfam full
RF01140,Small nucleolar RNA sR20,Gene; snRNA; snoRNA; CD-box;,11,61,614,55.8,68,Rfam full
RF01139,Small nucleolar RNA sR2,Gene; snRNA; snoRNA; CD-box;,16,62,876,54.8,64,Rfam full
RF01141,Small nucleolar RNA sR18,Gene; snRNA; snoRNA; CD-box;,6,57,330,55.0,72,Rfam full
RF01142,Small nucleolar RNA sR19,Gene; snRNA; snoRNA; CD-box;,4,64,250,62.5,89,Rfam full
RF01143,Small nucleolar RNA sR16,Gene; snRNA; snoRNA; CD-box;,2,53,106,53.0,100,Rfam full
RF01145,Small nucleolar RNA sR14,Gene; snRNA; snoRNA; CD-box;,17,65,929,54.6,66,Rfam full
RF01144,Small nucleolar RNA sR17,Gene; snRNA; snoRNA; CD-box;,10,57,547,54.7,67,Rfam full
RF01147,Small nucleolar RNA sR12,Gene; snRNA; snoRNA; CD-box;,8,66,437,54.6,69,Rfam full
RF01146,Small nucleolar RNA sR15,Gene; snRNA; snoRNA; CD-box;,3,65,175,58.3,68,Rfam full
RF01150,Small nucleolar RNA sR11,Gene; snRNA; snoRNA; CD-box;,9,65,517,57.4,57,Rfam full
RF00644,microRNA mir-27,Gene; miRNA;,307,84,23792,77.5,74,Rfam full
RF01151,Small nucleolar RNA U82P,Gene; snRNA; snoRNA; CD-box;,56,65,3053,54.5,87,Rfam full
RF01149,Small nucleolar RNA sR10,Gene; snRNA; snoRNA; CD-box;,5,54,270,54.0,86,Rfam full
RF01152,Small nucleolar RNA sR1,Gene; snRNA; snoRNA; CD-box;,28,64,1562,55.8,68,Rfam full
RF01153,Small nucleolar RNA sn3060,Gene; snRNA; snoRNA; CD-box;,14,69,930,66.4,90,Rfam full
RF01155,Small nucleolar RNA snoR101,Gene; snRNA; snoRNA; CD-box;,193,169,12398,64.2,77,Rfam full
RF01157,Small nucleolar RNA sn1185,Gene; snRNA; snoRNA; CD-box;,10,66,659,65.9,91,Rfam full
RF01156,Small nucleolar RNA SNORD123,Gene; snRNA; snoRNA; CD-box;,104,75,7230,69.5,92,Rfam full
RF01158,Small nucleolar RNA SNORD108,Gene; snRNA; snoRNA; CD-box;,19,73,1336,70.3,81,Rfam full
RF01159,Small nucleolar RNA U18,Gene; snRNA; snoRNA; CD-box;,107,121,7654,71.5,73,Rfam full
RF01160,Small nucleolar RNA sn2841,Gene; snRNA; snoRNA; CD-box;,16,74,1128,70.5,85,Rfam full
RF00643,microRNA MIR171_1,Gene; miRNA;,1334,290,141611,106.2,54,Rfam full
RF01162,Small nucleolar RNA sn668,Gene; snRNA; snoRNA; CD-box;,25,76,1632,65.3,77,Rfam full
RF01163,Small nucleolar RNA snoR64a,Gene; snRNA; snoRNA; CD-box;,112,152,8679,77.5,69,Rfam full
RF01161,Small nucleolar RNA SNORD5,Gene; snRNA; snoRNA; CD-box;,136,88,9810,72.1,82,Rfam full
RF01164,Small nucleolar RNA SNORD107,Gene; snRNA; snoRNA; CD-box;,51,86,3735,73.2,86,Rfam full
RF01165,Small nucleolar RNA sn2317,Gene; snRNA; snoRNA; CD-box;,8,79,571,71.4,85,Rfam full
RF01166,Small nucleolar RNA sn3071,Gene; snRNA; snoRNA; CD-box;,16,78,1173,73.3,83,Rfam full
RF01168,Small nucleolar RNA SNORD126,Gene; snRNA; snoRNA; CD-box;,51,91,3934,77.1,87,Rfam full
RF01167,Small nucleolar RNA sn2429,Gene; snRNA; snoRNA; CD-box;,8,79,615,76.9,90,Rfam full
RF01170,Small nucleolar RNA U61,Gene; snRNA; snoRNA; CD-box;,138,116,11571,83.8,71,Rfam full
RF01171,Small nucleolar RNA snoR4,Gene; snRNA; snoRNA; CD-box;,3,80,236,78.7,74,Rfam full
RF00645,microRNA MIR169_2,Gene; miRNA;,1880,545,243376,129.5,49,Rfam full
RF00105,Small nucleolar RNA SNORD115,Gene; snRNA; snoRNA; CD-box;,1216,187,97281,80.0,80,Rfam full
RF01169,Small nucleolar RNA SNORD112,Gene; snRNA; snoRNA; CD-box;,64,81,4832,75.5,80,Rfam full
RF01172,Small nucleolar RNA sn2343,Gene; snRNA; snoRNA; CD-box;,8,82,631,78.9,89,Rfam full
RF01173,Small nucleolar RNA U105B,Gene; snRNA; snoRNA; CD-box;,47,84,3731,79.4,79,Rfam full
RF01174,Small nucleolar RNA U43,Gene; snRNA; snoRNA; CD-box;,58,117,4550,78.4,70,Rfam full
RF01175,Small nucleolar RNA U83,Gene; snRNA; snoRNA; CD-box;,16,87,1290,80.6,88,Rfam full
RF01176,Small nucleolar RNA snR78,Gene; snRNA; snoRNA; CD-box;,45,109,3686,81.9,72,Rfam full
RF01178,Small nucleolar RNA snoR77Y,Gene; snRNA; snoRNA; CD-box;,238,130,19842,83.4,68,Rfam full
RF01177,Small nucleolar RNA snR67,Gene; snRNA; snoRNA; CD-box;,80,166,7116,89.0,72,Rfam full
RF01179,Small nucleolar RNA U83,Gene; snRNA; snoRNA; CD-box;,110,101,8899,80.9,68,Rfam full
RF01180,Small nucleolar RNA snoR110,Gene; snRNA; snoRNA; HACA-box;,27,105,2327,86.2,81,Rfam full
RF00647,microRNA MIR164,Gene; miRNA;,449,578,55346,123.3,55,Rfam full
RF01181,Small nucleolar RNA snR77,Gene; snRNA; snoRNA; CD-box;,83,125,6955,83.8,78,Rfam full
RF01182,Small nucleolar RNA SNORD11,Gene; snRNA; snoRNA; CD-box;,128,112,10782,84.2,81,Rfam full
RF01183,Small nucleolar RNA SNORD19B,Gene; snRNA; snoRNA; CD-box;,60,91,4925,82.1,78,Rfam full
RF01185,Small nucleolar RNA snR75,Gene; snRNA; snoRNA; CD-box;,520,182,46284,89.0,68,Rfam full
RF01184,Small nucleolar RNA snR79,Gene; snRNA; snoRNA; CD-box;,76,128,6525,85.9,75,Rfam full
RF01186,Small nucleolar RNA SNORD127,Gene; snRNA; snoRNA; CD-box;,107,103,9151,85.5,80,Rfam full
RF01189,Small nucleolar RNA sn1502,Gene; snRNA; snoRNA; CD-box;,8,89,699,87.4,94,Rfam full
RF01192,Small nucleolar RNA SNORD11B,Gene; snRNA; snoRNA; CD-box;,146,97,12309,84.3,77,Rfam full
RF01194,Small nucleolar RNA sn2903,Gene; snRNA; snoRNA; CD-box;,26,101,2354,90.5,78,Rfam full
RF01193,Small nucleolar RNA snoR20a,Gene; snRNA; snoRNA; CD-box;,149,139,13151,88.3,62,Rfam full
RF00646,microRNA mir-204,Gene; miRNA;,327,94,28527,87.2,78,Rfam full
RF01196,Small nucleolar RNA Z30a,Gene; snRNA; snoRNA; CD-box;,18,96,1648,91.6,79,Rfam full
RF01195,Small nucleolar RNA snR52,Gene; snRNA; snoRNA; CD-box;,38,165,3484,91.7,80,Rfam full
RF01197,Small nucleolar RNA snR39,Gene; snRNA; snoRNA; CD-box;,47,113,4243,90.3,72,Rfam full
RF01198,Small nucleolar RNA snoR69Y,Gene; snRNA; snoRNA; CD-box;,289,145,28230,97.7,66,Rfam full
RF01199,Small nucleolar RNA snR58,Gene; snRNA; snoRNA; CD-box;,12,98,1156,96.3,94,Rfam full
RF01200,Small nucleolar RNA SNORD125,Gene; snRNA; snoRNA; CD-box;,99,123,9916,100.2,77,Rfam full
RF01201,Small nucleolar RNA snR40,Gene; snRNA; snoRNA; CD-box;,76,144,6761,89.0,75,Rfam full
RF01202,Small nucleolar RNA sn2991,Gene; snRNA; snoRNA; CD-box;,11,98,1078,98.0,84,Rfam full
RF01203,Small nucleolar RNA snR47,Gene; snRNA; snoRNA; CD-box;,84,116,7798,92.8,73,Rfam full
RF01205,Small nucleolar RNA snR62,Gene; snRNA; snoRNA; CD-box;,12,106,1201,100.1,93,Rfam full
