rfam_acc,description,rna_type,number_seqs,number_of_columns,number_residues,average_length,percent_identity,source
PF16711.8,Actin-binding domain of plant-specific actin-binding protein,Domain,617,67,26448,42.9,67,Pfam full
PF16709.8,Ig domain of plant-specific actin-binding protein,Domain,671,242,62743,93.5,50,Pfam full
PF17684.4,PH domain of plant-specific actin-binding protein,Domain,579,200,60803,105.0,62,Pfam full
PF16712.8,Coiled-coil regions of plant-specific actin-binding protein,Family,713,309,105572,148.1,60,Pfam full
PF17200.7,Single Cache domain 2,Family,3626,864,542586,149.6,24,Pfam full
PF17203.7,Single cache domain 3,Domain,3835,640,524467,136.8,26,Pfam full
PF17202.7,Single cache domain 3,Domain,1196,353,131535,110.0,31,Pfam full
PF09984.12,Single cache domain 4,Domain,612,354,85574,139.8,22,Pfam full
PF16736.8,Single Cache-like,Domain,862,398,97744,113.4,22,Pfam full
PF20142.2,Scaffold domain,Domain,2567,580,350719,136.6,19,Pfam full
PF11418.11,Phi29 scaffolding protein,Family,13,117,1277,98.2,35,Pfam full
PF12070.11,Protein SCAI,Family,1614,1594,636182,394.2,40,Pfam full
PF04144.16,SCAMP family,Family,4133,641,655132,158.5,39,Pfam full
PF02023.20,SCAN domain,Domain,9488,224,832978,87.8,47,Pfam full
PF16501.8,S phase cyclin A-associated protein in the endoplasmic reticulum,Family,1019,311,98063,96.2,55,Pfam full
PF04405.17,Domain of Unknown function (DUF542),Family,1127,85,62892,55.8,33,Pfam full
PF02404.18,Stem cell factor,Domain,584,575,109028,186.7,37,Pfam full
PF02667.17,Short chain fatty acid transporter,Family,1349,1608,569702,422.3,37,Pfam full
PF09856.12,Short-chain fatty acyl coenzyme A regulators,Family,2388,484,360945,151.1,42,Pfam full
PF20490.1,Secretoglobin 3A,Family,166,225,12001,72.3,56,Pfam full
PF04486.15,SchA/CurD like domain,Domain,325,197,36983,113.8,51,Pfam full
PF10148.12,Schwannomin-interacting protein 1,Family,1188,810,241222,203.0,59,Pfam full
PF13165.9,Six-cysteine peptide SCIFF,Family,679,54,29849,44.0,69,Pfam full
PF15050.9,SCIMP protein,Family,136,258,16942,124.6,50,Pfam full
PF05463.14,Sclerostin (SOST),Family,635,548,117877,185.6,49,Pfam full
PF10384.12,Centromere protein Scm3,Family,795,129,42378,53.3,35,Pfam full
PF15805.8,Acidic C-terminal region of sodium channel modifier 1 SCNM1,Family,362,81,16481,45.5,58,Pfam full
PF02630.17,SCO1/SenC,Family,10548,713,1412411,133.9,27,Pfam full
PF05483.15,Synaptonemal complex protein 1 (SCP-1),Coiled-coil,564,1695,225952,400.6,34,Pfam full
PF02036.20,SCP-2 sterol transfer family,Domain,9578,385,953523,99.6,20,Pfam full
PF13530.9,Sterol carrier protein domain,Domain,2878,352,293185,101.9,25,Pfam full
PF05229.18,Spore Coat Protein U domain,Domain,1617,571,225593,139.5,23,Pfam full
PF17844.4,Bacterial SCP ortholog,Domain,1444,190,134314,93.0,58,Pfam full
PF03803.18,Scramblase,Domain,4084,1590,785297,192.3,27,Pfam full
PF15162.9,Protein SPO16 homolog,Family,279,296,41694,149.4,54,Pfam full
PF15224.9,Scrapie-responsive protein 1,Family,186,111,13890,74.7,74,Pfam full
PF06876.15,Plant self-incompatibility response (SCRL) protein,Domain,240,163,16878,70.3,24,Pfam full
PF10261.12,Inositol phospholipid synthesis and fat-storage-inducing TM,Family,1538,941,271611,176.6,25,Pfam full
PF18312.4,Copper resistance protein ScsC N-terminal domain,Domain,1354,49,44990,33.2,37,Pfam full
PF17619.5,Secreted clade V proteins,Family,343,241,30749,89.6,20,Pfam full
PF02982.17,Scytalone dehydratase,Domain,558,468,85507,153.2,44,Pfam full
PF08970.13,Sporulation inhibitor A,Domain,676,78,29753,44.0,38,Pfam full
PF05285.15,SDA1,Family,2463,1231,570809,231.8,28,Pfam full
PF13297.9,Replication stress response SDE2 C-terminal,Domain,1553,258,125593,80.9,46,Pfam full
PF13019.9,Silencing defective 2 N-terminal ubiquitin domain,Domain,1536,595,224065,145.9,33,Pfam full
PF00375.21,Sodium:dicarboxylate symporter family,Family,19681,2287,7346330,373.3,27,Pfam full
PF19633.2,Protein SET DOMAIN GROUP 2 C-terminal,Domain,469,1326,145895,311.1,49,Pfam full
PF03937.19,Flavinator of succinate dehydrogenase,Domain,4412,197,326288,74.0,29,Pfam full
PF14290.9,"Succinate dehydrogenase subunit 5, mitochondrial",Family,290,431,61963,213.7,52,Pfam full
PF03313.18,Serine dehydratase alpha chain,Family,7721,1174,2139669,277.1,38,Pfam full
PF03315.18,Serine dehydratase beta chain,Family,6678,713,892454,133.6,38,Pfam full
PF18317.4,Shikimate 5'-dehydrogenase C-terminal domain,Domain,8139,73,248385,30.5,37,Pfam full
PF01127.25,Succinate dehydrogenase/Fumarate reductase transmembrane subunit,Family,11049,416,1288602,116.6,18,Pfam full
PF01972.19,Serine dehydrogenase proteinase,Family,1136,1295,190336,167.5,25,Pfam full
PF06977.14,SdiA-regulated,Repeat,694,1156,155375,223.9,21,Pfam full
PF17418.5,Sporulation delaying protein SdpA,Family,98,241,13512,137.9,25,Pfam full
PF13630.9,SdpI/YfhL protein family,Family,1863,295,136932,73.5,21,Pfam full
PF12278.11,Sex determination protein N terminal,Family,76,298,8804,115.8,37,Pfam full
PF17210.6,SdrD B-like domain,Domain,6235,947,669483,107.4,26,Pfam full
PF10425.12,C-terminus of bacterial fibrinogen-binding adhesin,Domain,52,328,7874,151.4,18,Pfam full
PF08598.14,Sds3-like,Family,3247,1610,708165,218.1,18,Pfam full
PF08491.13,Squalene epoxidase,Family,2503,1556,597168,238.6,45,Pfam full
PF12390.11,Selenocysteine synthase N terminal,Family,1240,77,49359,39.8,32,Pfam full
PF01390.23,SEA domain,Family,8914,372,888191,99.6,17,Pfam full
PF07322.14,Seadornavirus Vp10,Family,5,268,1107,221.4,31,Pfam full
PF07407.14,Seadornavirus VP6 protein,Family,6,531,2455,409.2,34,Pfam full
PF07387.14,Seadornavirus VP7,Family,11,637,2340,212.7,26,Pfam full
PF15432.9,Accessory Sec secretory system ASP3,Family,94,159,11718,124.7,29,Pfam full
PF02810.18,SEC-C motif,Family,12658,28,235798,18.6,69,Pfam full
PF00995.26,Sec1 family,Family,12294,3822,5932130,482.5,20,Pfam full
PF07393.14,Exocyst complex component Sec10,Family,3743,3375,1853657,495.2,21,Pfam full
PF04091.15,Exocyst complex subunit Sec15-like,Family,3135,1073,879135,280.4,37,Pfam full
PF12932.10,Vesicle coat trafficking protein Sec16 mid-region,Domain,2319,606,261302,112.7,29,Pfam full
PF12931.10,Sec23-binding domain of Sec16,Domain,4518,1391,1068855,236.6,27,Pfam full
PF12935.10,Vesicle coat trafficking protein Sec16 N-terminus,Domain,261,718,56119,215.0,26,Pfam full
PF03908.16,Sec20,Family,2146,273,194008,90.4,28,Pfam full
PF08033.15,Sec23/Sec24 beta-sandwich domain,Domain,8806,424,810401,92.0,32,Pfam full
PF04815.18,Sec23/Sec24 helical domain,Domain,9094,473,922368,101.4,27,Pfam full
PF04811.18,Sec23/Sec24 trunk domain,Domain,10036,1560,2358864,235.0,28,Pfam full
PF06428.14,GDP/GTP exchange factor Sec2p,Coiled-coil,2530,217,217099,85.8,36,Pfam full
PF15277.9,Exocyst complex component SEC3 N-terminal PIP2 binding PH,Domain,2788,292,255838,91.8,33,Pfam full
PF11549.11,Protein transport protein SEC31,Family,31,69,1522,49.1,57,Pfam full
PF04136.18,Sec34-like family,Family,1873,412,264098,141.0,34,Pfam full
PF08314.14,Secretory pathway protein Sec39,Family,1976,2416,998831,505.5,20,Pfam full
PF09763.12,Exocyst complex component Sec3,Family,3293,2902,1615476,490.6,26,Pfam full
PF15278.9,Sec3 exocyst complex subunit,Domain,3,93,258,86.0,33,Pfam full
PF15469.9,Exocyst complex component Sec5,Family,2917,3934,1708891,585.8,21,Pfam full
PF06046.16,Exocyst complex component Sec6,Family,3802,2247,1712346,450.4,20,Pfam full
PF03911.19,Sec61beta family,Family,2032,63,82677,40.7,50,Pfam full
PF03839.19,Translocation protein Sec62,Family,1747,664,324025,185.5,30,Pfam full
PF02889.19,Sec63 Brl domain,Family,11412,2115,3295222,288.8,21,Pfam full
PF09802.12,Preprotein translocase subunit Sec66,Family,846,510,146684,173.4,39,Pfam full
PF01369.23,Sec7 domain,Domain,16719,1770,2955607,176.8,37,Pfam full
PF12783.10,Guanine nucleotide exchange factor in Golgi transport N-terminal,Domain,8135,899,1314229,161.6,28,Pfam full
PF04048.17,Sec8 exocyst complex component specific domain,Domain,1792,423,229262,127.9,30,Pfam full
PF17521.5,Honey bee peptides,Family,9,61,339,37.7,57,Pfam full
PF07517.17,SecA DEAD-like domain,Domain,10345,2756,4065945,393.0,46,Pfam full
PF01043.23,SecA preprotein cross-linking domain,Domain,9700,552,1149213,118.5,40,Pfam full
PF07516.16,SecA Wing and Scaffold domain,Family,9558,1439,2005939,209.9,32,Pfam full
PF02556.17,Preprotein translocase subunit SecB,Family,2973,400,419657,141.2,35,Pfam full
PF13721.9,SecD export protein N-terminal TM region,Family,1719,229,176918,102.9,36,Pfam full
PF02355.19,Protein export membrane protein,Family,15904,993,2948592,185.4,28,Pfam full
PF00584.23,SecE/Sec61-gamma subunits of protein translocation complex,Family,9768,124,536329,54.9,26,Pfam full
PF03840.17,Preprotein translocase SecG subunit,Family,7808,128,542381,69.5,31,Pfam full
PF05364.17,Salmonella type III secretion SopE effector N-terminus,Domain,6,77,444,74.0,67,Pfam full
PF06558.15,Secretion monitor precursor protein (SecM),Family,127,233,18146,142.9,43,Pfam full
PF10818.11,"secA translation cis-regulator SecM, small type",Family,38,143,3577,94.1,29,Pfam full
PF00263.24,Bacterial type II and III secretion system protein,Family,9004,608,1474244,163.7,27,Pfam full
PF03958.20,Bacterial type II/III secretion system short domain,Domain,8148,491,684549,84.0,22,Pfam full
PF07655.16,Secretin N-terminal domain,Domain,583,234,54480,93.4,25,Pfam full
PF05281.14,Neuroendocrine protein 7B2 precursor (Secretogranin V),Family,631,737,98895,156.7,39,Pfam full
PF04856.16,Securin sister-chromatid separation inhibitor,Family,325,740,59579,183.3,44,Pfam full
PF00344.23,SecY,Family,12351,1618,4142369,335.4,32,Pfam full
PF07549.17,SecD/SecF GG Motif,Motif,11738,49,304407,25.9,32,Pfam full
PF04628.16,"Sedlin, N-terminal conserved region",Family,3584,802,456641,127.4,28,Pfam full
PF14797.9,"Serine-rich region of AP3B1, clathrin-adaptor complex",Disordered,289,247,32658,113.0,64,Pfam full
PF15357.9,Psoriasis susceptibility 1 candidate 1,Family,25,170,2786,111.4,72,Pfam full
PF06443.14,SEF14-like adhesin,Family,1,187,110,110.0,100,Pfam full
PF08357.14,SEFIR domain,Family,2883,614,425595,147.6,25,Pfam full
PF19835.2,"Putative endonuclease segE, GIY-YIG domain",Domain,113,204,12584,111.4,36,Pfam full
PF06775.17,Putative adipose-regulatory protein (Seipin),Family,2086,1262,410470,196.8,25,Pfam full
PF08238.15,Sel1 repeat,Repeat,130101,190,4589371,35.3,27,Pfam full
PF03841.16,L-seryl-tRNA selenium transferase,Domain,2463,1826,813567,330.3,36,Pfam full
PF09105.13,"Elongation factor SelB, winged helix",Domain,2,63,122,61.0,44,Pfam full
PF09106.14,"Elongation factor SelB, winged helix",Domain,1094,149,61546,56.3,24,Pfam full
PF09107.14,"Elongation factor SelB, winged helix",Domain,1797,92,84580,47.1,34,Pfam full
PF11524.11,Selenium binding protein,Family,3,86,247,82.3,48,Pfam full
PF06936.14,Selenoprotein S (SelS),Family,431,459,67883,157.5,42,Pfam full
PF05938.14,Plant self-incompatibility protein S1,Family,3253,394,332992,102.4,25,Pfam full
PF10961.11,Selenoprotein SelK_SelG,Family,769,256,68746,89.4,32,Pfam full
PF02696.17,Protein adenylyltransferase SelO,Family,6003,2553,2665212,444.0,35,Pfam full
PF04593.17,"Selenoprotein P, C terminal region",Family,61,235,7419,121.6,54,Pfam full
PF04592.17,"Selenoprotein P, N terminal region",Family,544,666,90405,166.2,33,Pfam full
PF01641.21,SelR domain,Family,12736,570,1498850,117.7,45,Pfam full
PF04328.16,"Selenoprotein, putative",Family,1368,139,83854,61.3,36,Pfam full
PF01403.22,Sema domain,Repeat,18177,886,3200650,176.1,25,Pfam full
PF19428.2,Semaphorin 4F C-terminal,Domain,444,468,73487,165.5,43,Pfam full
PF05474.14,Semenogelin,Family,65,664,21284,327.4,47,Pfam full
PF01118.27,"Semialdehyde dehydrogenase, NAD binding domain",Domain,20325,601,2486821,122.4,26,Pfam full
PF02774.21,"Semialdehyde dehydrogenase, dimerisation domain",Domain,16042,801,2800435,174.6,25,Pfam full
PF09631.13,Sen15 protein,Domain,1249,395,128238,102.7,26,Pfam full
PF12726.10,SEN1 N terminal,Family,945,2074,579033,612.7,18,Pfam full
PF06911.15,Senescence domain,Family,2340,699,414732,177.2,25,Pfam full
PF04520.16,Senescence regulator,Family,2241,801,333217,148.7,31,Pfam full
PF19722.2,Sentrin-specific protease 3/5 N-terminal,Domain,764,1165,221073,289.4,43,Pfam full
PF13796.9,Putative sensor,Family,3308,738,575453,174.0,21,Pfam full
PF13755.9,Sensor N-terminal transmembrane domain,Family,1090,99,72265,66.3,38,Pfam full
PF14577.9,Sieve element occlusion C-terminus,Family,1347,653,253787,188.4,30,Pfam full
PF14576.9,Sieve element occlusion N-terminus,Family,1270,919,315314,248.3,32,Pfam full
PF08059.16,SEP domain,Domain,3246,258,235959,72.7,37,Pfam full
PF08806.14,Sep15/SelM redox domain,Domain,978,173,67416,68.9,35,Pfam full
PF17080.8,Multidrug Resistance efflux pump,Family,14,170,2018,144.1,51,Pfam full
PF04472.15,Cell division protein SepF,Family,4394,143,316336,72.0,36,Pfam full
PF06622.14,SepQ protein,Family,5,447,1456,291.2,30,Pfam full
PF18006.4,O-phosphoseryl-tRNA synthetase C-terminal domain,Domain,58,65,1952,33.7,45,Pfam full
PF05889.16,"O-phosphoseryl-tRNA(Sec) selenium transferase, SepSecS",Domain,1004,1951,313468,312.2,44,Pfam full
PF00735.21,Septin,Domain,17488,2129,4187821,239.5,40,Pfam full
PF13845.9,Septum formation,Family,1719,696,275063,160.0,16,Pfam full
PF06066.14,SepZ,Family,2,100,199,99.5,64,Pfam full
PF03925.16,SeqA protein C-terminal domain,Domain,357,144,39141,109.6,45,Pfam full
PF17206.6,SeqA protein N-terminal domain,Domain,350,46,12515,35.8,74,Pfam full
PF05482.15,Serendipity locus alpha protein (SRY-A),Family,110,1425,53504,486.4,25,Pfam full
PF04360.15,Serglycin,Family,202,306,24551,121.5,43,Pfam full
PF06873.14,Cell surface immobilisation antigen SerH,Family,193,716,29363,152.1,17,Pfam full
PF03348.18,Serine incorporator (Serinc),Family,5561,1761,1838094,330.5,28,Pfam full
PF08824.13,Serine rich protein interaction domain,Domain,1617,301,251480,155.5,42,Pfam full
PF03383.18,"Caenorhabditis serpentine receptor-like protein, class xa",Family,122,421,16537,135.5,30,Pfam full
PF00079.23,Serpin (serine protease inhibitor),Domain,20221,2611,6112249,302.3,24,Pfam full
PF05540.14,Serpulina hyodysenteriae variable surface protein,Family,16,561,4199,262.4,30,Pfam full
PF12066.11,"SERRATE/Ars2, N-terminal domain",Domain,1996,238,207265,103.8,32,Pfam full
PF06031.16,SERTA motif,Motif,1607,89,57239,35.6,48,Pfam full
PF00273.23,Serum albumin family,Domain,2700,360,451776,167.3,25,Pfam full
PF02403.25,Seryl-tRNA synthetase N-terminal domain,Domain,11266,493,1222292,108.5,26,Pfam full
PF06821.16,Serine hydrolase,Domain,2685,1015,450791,167.9,27,Pfam full
PF17107.8,N-terminal domain on NACHT_NTPase and P-loop NTPases,Family,888,329,107268,120.8,21,Pfam full
PF17046.8,SesB domain on fungal death-pathway protein,Family,134,54,3592,26.8,46,Pfam full
PF00856.31,SET domain,Family,53102,3067,8459158,159.3,19,Pfam full
PF11767.11,Histone lysine methyltransferase SET associated,Domain,589,123,40174,68.2,38,Pfam full
PF08138.14,Sex peptide (SP) family,Family,8,70,438,54.8,56,Pfam full
PF20428.1,Sey1 three-helix bundle domain,Domain,2274,1650,779426,342.8,28,Pfam full
PF11823.11,Putative Se/S carrier protein-like,Family,1323,178,90170,68.2,24,Pfam full
PF06705.14,SF-assemblin/beta giardin,Family,249,452,53737,215.8,21,Pfam full
PF16275.8,Splicing factor 1 helix-hairpin domain,Domain,2066,331,223711,108.3,48,Pfam full
PF16835.8,Pre-mRNA-splicing factor SF3a complex subunit 2 (Prp11),Domain,1656,401,158082,95.5,58,Pfam full
PF16837.8,"Pre-mRNA-splicing factor SF3A3, of SF3a complex, Prp9",Domain,1719,239,101867,59.3,42,Pfam full
PF12108.11,Splicing factor SF3a60 binding domain,Domain,1564,44,41690,26.7,48,Pfam full
PF11931.11,SF3a60/Prp9 C-terminal,Family,1848,301,213544,115.6,59,Pfam full
PF08920.13,Splicing factor 3B subunit 1,Domain,1798,608,242624,134.9,47,Pfam full
PF07189.14,Splicing factor 3B subunit 10 (SF3b10),Family,1495,165,113911,76.2,55,Pfam full
PF08457.13,Sfi1 spindle body protein,Family,988,2079,329830,333.8,13,Pfam full
PF10638.12,Spindle body associated protein C-terminus,Domain,31,203,3121,100.7,33,Pfam full
PF11139.11,"Sap, sulfolipid-1-addressing protein",Family,1237,560,264350,213.7,22,Pfam full
PF03749.16,Sugar fermentation stimulation protein RE domain,Domain,2468,536,340262,137.9,35,Pfam full
PF17746.4,SfsA N-terminal OB domain,Domain,2394,265,162610,67.9,38,Pfam full
PF15210.9,Surfactant-associated protein 2,Family,88,89,5074,57.7,69,Pfam full
PF03820.20,Sideroflexins,Family,3919,1336,1039474,265.2,38,Pfam full
PF18329.4,Surface glycan-binding protein B xyloglucan binding domain,Domain,226,534,43537,192.6,21,Pfam full
PF08209.14,Sgf11 (transcriptional regulation protein),Family,1461,49,47901,32.8,52,Pfam full
PF18519.4,SAGA-associated factor 11 N-terminal domain,Domain,24,43,936,39.0,53,Pfam full
PF15467.9,Secretogranin-3,Family,378,682,140196,370.9,61,Pfam full
PF08450.15,SMP-30/Gluconolactonase/LRE-like region,Repeat,13692,1954,3205305,234.1,21,Pfam full
PF19040.3,SGNH domain (fused to AT3 domains),Domain,3917,987,905277,231.1,17,Pfam full
PF18873.3,Sgo0707 N-terminal domain,Domain,10,295,2680,268.0,45,Pfam full
PF20623.1,Sgo0707 N2 domain,Domain,52,393,7112,136.8,23,Pfam full
PF17228.5,Sulphur globule protein,Family,106,295,10609,100.1,44,Pfam full
PF12793.10,Sugar transport-related sRNA regulator N-term,Family,659,241,75073,113.9,25,Pfam full
PF15894.8,Inhibitor of glucose uptake transporter SgrT,Family,14,64,678,48.4,43,Pfam full
PF05002.18,SGS domain,Domain,2222,256,175431,79.0,43,Pfam full
PF07093.14,SGT1 protein,Family,2028,3125,790407,389.7,24,Pfam full
PF16546.8,Homodimerisation domain of SGTA,Domain,1520,132,96094,63.2,39,Pfam full
PF01445.20,Viral small hydrophobic protein,Family,3,60,171,57.0,53,Pfam full
PF00017.27,SH2 domain,Domain,59304,529,4655760,78.5,28,Pfam full
PF14633.9,SH2 domain,Domain,2057,717,419445,203.9,38,Pfam full
PF16609.8,SH3-RhoGEF linking unstructured region,Disordered,1908,697,326562,171.2,47,Pfam full
PF16618.8,Linker region between SH3 and WW domains on ARHGAP12,Disordered,1152,421,208767,181.2,51,Pfam full
PF04908.18,"SH3-binding, glutamic acid-rich protein",Family,2411,295,220925,91.6,40,Pfam full
PF05276.17,SH3 domain-binding protein 5 (SH3BP5),Family,1328,557,267364,201.3,47,Pfam full
PF20287.1,SH3 fold domain associated with phage DNA polymerases,Domain,48,144,5865,122.2,26,Pfam full
PF00018.31,SH3 domain,Domain,92969,330,4425703,47.6,28,Pfam full
PF17902.4,SH3 domain,Domain,5732,275,380995,66.5,45,Pfam full
PF18103.4,Retroviral integrase C-terminal SH3 domain,Domain,13,66,817,62.8,72,Pfam full
PF18129.4,Xrn1 SH3-like domain,Domain,1570,210,110506,70.4,43,Pfam full
PF18335.4,ATP-dependent RecD-like DNA helicase SH3 domain,Domain,2819,233,196436,69.7,40,Pfam full
PF18343.4,Dda helicase SH3 domain,Domain,39,144,5056,129.6,54,Pfam full
PF18346.4,Mind bomb SH3 repeat domain,Domain,4762,418,387194,81.3,35,Pfam full
PF18348.4,Bacterial dipeptidyl-peptidase Sh3 domain,Domain,2084,163,100830,48.4,31,Pfam full
PF18350.4,Restriction endonuclease SH3 domain,Domain,3,53,159,53.0,62,Pfam full
PF18354.4,CarS bacterial SH3 domain,Domain,10,103,847,84.7,55,Pfam full
PF18597.4,Myosin X N-terminal SH3 domain,Domain,567,84,28453,50.2,57,Pfam full
PF07653.20,Variant SH3 domain,Domain,31673,405,1873755,59.2,24,Pfam full
PF08239.14,Bacterial SH3 domain,Domain,13908,279,767152,55.2,24,Pfam full
PF06347.16,Bacterial SH3 domain,Domain,3367,239,187759,55.8,26,Pfam full
PF08460.13,Bacterial SH3 domain,Domain,512,135,33649,65.7,29,Pfam full
PF12913.10,SH3 domain (SH3b1 type),Domain,399,74,20135,50.5,35,Pfam full
PF12914.10,SH3 domain of SH3b2 type,Domain,130,92,6085,46.8,25,Pfam full
