id,rfam_acc,description,rna_type,number_seqs,number_of_columns,number_residues,average_length,percent_identity,source
,PF03732.20,Retrotransposon gag protein,Family,55,132,5290,96.2,21,Pfam seed
,PF14223.9,gag-polypeptide of LTR copia-type,Family,41,157,5578,136.0,24,Pfam seed
,PF14244.9,gag-polypeptide of LTR copia-type,Family,14,49,661,47.2,33,Pfam seed
,PF17241.5,Ty5 Gag N-terminal region,Domain,20,166,3058,152.9,19,Pfam seed
,PF02813.17,Retroviral M domain,Family,1,86,86,86.0,100,Pfam seed
,PF17756.4,RET Cadherin like domain 1,Domain,18,137,2213,122.9,43,Pfam seed
,PF17812.4,RET Cadherin like domain 3,Domain,13,118,1485,114.2,50,Pfam seed
,PF17813.4,RET Cadherin like domain 4,Domain,23,115,2475,107.6,49,Pfam seed
,PF00424.21,REV protein (anti-repression trans-activator protein),Family,2,94,182,91.0,32,Pfam seed
,PF16727.8,DNA repair protein REV1 C-terminal domain,Domain,184,143,17676,96.1,27,Pfam seed
,PF15969.8,"Intracellular sensor of Lambda phage, Abi component",Family,4,244,941,235.2,24,Pfam seed
,PF15968.8,"Membrane-anchored ion channel, Abi component",Family,1,139,139,139.0,100,Pfam seed
,PF09545.13,AccI restriction endonuclease,Family,3,366,1098,366.0,69,Pfam seed
,PF09665.13,Type II restriction endonuclease (RE_Alw26IDE),Family,3,526,1456,485.3,38,Pfam seed
,PF09491.13,AlwI restriction endonuclease,Family,5,611,2255,451.0,21,Pfam seed
,PF09499.13,ApaLI-like restriction endonuclease,Family,3,191,568,189.3,56,Pfam seed
,PF18062.4,Restriction endonuclease AspBHI N-terminal,Domain,12,247,2277,189.8,30,Pfam seed
,PF09549.13,Bpu10I restriction endonuclease,Family,7,227,1506,215.1,41,Pfam seed
,PF18643.4,BsaWI restriction endonuclease type 2,Domain,15,139,1582,105.5,25,Pfam seed
,PF09504.13,Bsp6I restriction endonuclease,Family,1,179,179,179.0,100,Pfam seed
,PF09552.13,BstXI restriction endonuclease,Family,2,290,574,287.0,55,Pfam seed
,PF09516.13,CfrBI restriction endonuclease,Family,2,257,465,232.5,28,Pfam seed
,PF09517.13,Eco29kI restriction endonuclease,Family,14,226,2346,167.6,43,Pfam seed
,PF09553.13,Eco47II restriction endonuclease,Family,14,230,2888,206.3,42,Pfam seed
,PF14511.9,Type II restriction endonuclease EcoO109I,Family,13,217,2542,195.5,44,Pfam seed
,PF19778.2,Endonuclease domain,Domain,27,143,2988,110.7,35,Pfam seed
,PF09554.13,HaeII restriction endonuclease,Family,3,339,1009,336.3,49,Pfam seed
,PF09556.13,HaeIII restriction endonuclease,Family,7,300,2089,298.4,50,Pfam seed
,PF09518.13,HindIII restriction endonuclease,Family,4,316,1155,288.8,31,Pfam seed
,PF09519.13,HindVP restriction endonuclease,Family,11,358,3632,330.2,42,Pfam seed
,PF09561.13,HpaII restriction endonuclease,Family,20,390,7057,352.9,35,Pfam seed
,PF09563.13,LlaJI restriction endonuclease,Family,3,395,1097,365.7,27,Pfam seed
,PF09562.13,LlaMI restriction endonuclease,Family,3,266,731,243.7,40,Pfam seed
,PF09567.13,MamI restriction endonuclease,Family,3,234,571,190.3,32,Pfam seed
,PF09568.13,MjaI restriction endonuclease,Family,11,196,1867,169.7,39,Pfam seed
,PF09564.13,NgoBV restriction endonuclease,Family,2,238,476,238.0,70,Pfam seed
,PF09565.13,NgoFVII restriction endonuclease,Domain,13,359,3666,282.0,25,Pfam seed
,PF09521.13,NgoPII restriction endonuclease,Family,8,273,2093,261.6,48,Pfam seed
,PF09522.13,R.Pab1 restriction endonuclease,Domain,2,119,237,118.5,39,Pfam seed
,PF09566.13,SacI restriction endonuclease,Family,6,369,1685,280.8,28,Pfam seed
,PF09569.13,ScaI restriction endonuclease,Family,3,200,575,191.7,44,Pfam seed
,PF09570.13,SinI restriction endonuclease,Family,2,218,433,216.5,44,Pfam seed
,PF09573.13,TaqI restriction endonuclease,Family,3,247,690,230.0,47,Pfam seed
,PF09520.13,"Type II restriction endonuclease, TdeIII",Family,17,302,4169,245.2,30,Pfam seed
,PF09572.13,XamI restriction endonuclease,Family,6,276,1496,249.3,40,Pfam seed
,PF09571.13,XcyI restriction endonuclease,Family,3,313,919,306.3,38,Pfam seed
,PF00472.23,RF-1 domain,Family,797,199,90869,114.0,42,Pfam seed
,PF16658.8,"Class II release factor RF3, C-terminal domain",Domain,267,157,34335,128.6,38,Pfam seed
,PF11109.11,Orexigenic neuropeptide Qrfp/P518,Family,14,135,1812,129.4,55,Pfam seed
,PF08519.15,Replication factor RFC1 C terminal domain,Domain,138,235,21521,155.9,36,Pfam seed
,PF04506.16,Rft protein,Family,31,711,16440,530.3,33,Pfam seed
,PF04589.16,RFX1 transcription activation region,Family,15,313,2601,173.4,47,Pfam seed
,PF14621.9,RFX5 DNA-binding domain,Domain,9,222,1952,216.9,65,Pfam seed
,PF18326.4,RFX5 N-terminal domain,Domain,3,59,176,58.7,61,Pfam seed
,PF15289.9,Regulatory factor X-associated C-terminal binding domain,Domain,4,133,499,124.8,54,Pfam seed
,PF02257.18,RFX DNA-binding domain,Domain,65,97,5163,79.4,40,Pfam seed
,PF15151.9,Response gene to complement 32 protein family,Family,8,158,1047,130.9,63,Pfam seed
,PF10843.11,Respiratory growth induced protein 1,Family,10,197,1949,194.9,62,Pfam seed
,PF18370.4,Rhamnogalacturonan I lyases beta-sheet domain,Domain,73,97,6348,87.0,44,Pfam seed
,PF06534.16,Repulsive guidance molecule (RGM) C-terminus,Family,32,247,5614,175.4,45,Pfam seed
,PF06535.15,Repulsive guidance molecule (RGM) N-terminus,Family,26,266,4475,172.1,45,Pfam seed
,PF03214.16,Reversibly glycosylated polypeptide,Family,11,348,3718,338.0,56,Pfam seed
,PF08737.13,Rgp1,Family,70,764,29688,424.1,35,Pfam seed
,PF05045.15,Rhamnan synthesis protein F,Family,13,542,6431,494.7,34,Pfam seed
,PF00615.22,Regulator of G protein signaling domain,Domain,54,177,6557,121.4,24,Pfam seed
,PF09128.14,Regulator of G protein signalling-like domain,Domain,6,203,1142,190.3,39,Pfam seed
,PF16613.8,Unstructured region of RGS12,Disordered,6,123,705,117.5,62,Pfam seed
,PF16611.8,Unstructured region between RBD and GoLoco,Disordered,6,75,436,72.7,44,Pfam seed
,PF16612.8,C-terminal unstructured region of RGS12,Disordered,11,178,1576,143.3,46,Pfam seed
,PF18148.4,Regulator of G-protein signalling DHEX domain,Domain,4,104,404,101.0,45,Pfam seed
,PF18515.4,Rh5 coiled-coil domain,Coiled-coil,8,257,2038,254.8,22,Pfam seed
,PF06134.14,L-rhamnose isomerase (RhaA),Domain,5,417,2083,416.6,64,Pfam seed
,PF00974.21,Rhabdovirus spike glycoprotein,Family,4,579,1987,496.8,27,Pfam seed
,PF03342.16,Rhabdovirus M1 matrix protein (M1 polymerase-associated protein),Family,1,227,227,227.0,100,Pfam seed
,PF04785.15,Rhabdovirus matrix protein M2,Family,2,202,404,202.0,79,Pfam seed
,PF03397.17,Rhabdovirus matrix protein,Family,1,168,168,168.0,100,Pfam seed
,PF00945.21,Rhabdovirus nucleocapsid protein,Family,3,423,1224,408.0,23,Pfam seed
,PF03216.16,Rhabdovirus nucleoprotein,Family,13,516,3881,298.5,16,Pfam seed
,PF02484.18,Rhabdovirus Non-virion protein,Family,1,111,111,111.0,100,Pfam seed
,PF05336.16,L-rhamnose mutarotase,Domain,245,180,25745,105.1,29,Pfam seed
,PF06045.14,Rhamnogalacturonate lyase family,Family,4,251,859,214.8,49,Pfam seed
,PF11316.11,Putative rhamnosyl transferase,Family,10,249,2337,233.7,29,Pfam seed
,PF06379.15,L-rhamnose-proton symport protein (RhaT),Family,2,344,688,344.0,82,Pfam seed
,PF05879.15,Root hair defective 3 GTP-binding protein (RHD3) GTPase domain,Domain,8,269,1964,245.5,55,Pfam seed
,PF16179.8,Rel homology dimerisation domain,Domain,48,118,4871,101.5,38,Pfam seed
,PF00554.25,Rel homology DNA-binding domain,Domain,21,221,3635,173.1,40,Pfam seed
,PF09284.13,"Rhamnogalacturonan lyase B, N-terminal",Domain,52,327,13131,252.5,44,Pfam seed
,PF01402.24,"Ribbon-helix-helix protein, copG family",Domain,30,40,1166,38.9,23,Pfam seed
,PF12651.10,Ribbon-helix-helix domain,Domain,15,44,656,43.7,29,Pfam seed
,PF13467.9,Ribbon-helix-helix domain,Domain,117,81,7757,66.3,38,Pfam seed
,PF07878.14,"CopG-like RHH_1 or ribbon-helix-helix domain, RHH_5",Domain,13,43,557,42.8,31,Pfam seed
,PF16762.8,Ribbon-helix-helix domain,Domain,9,78,689,76.6,54,Pfam seed
,PF16777.8,"Transcriptional regulator, RHH-like, CopG",Domain,2,74,114,57.0,39,Pfam seed
,PF17723.4,Ribbon-Helix-Helix transcriptional regulator family,Domain,7,119,833,119.0,44,Pfam seed
,PF19839.2,Ribbon-helix-helix protein,Domain,3,66,193,64.3,66,Pfam seed
,PF12721.10,RIP homotypic interaction motif,Motif,28,22,616,22.0,35,Pfam seed
,PF15319.9,"RAD9, RAD1, HUS1-interacting nuclear orphan protein",Family,19,346,4694,247.1,47,Pfam seed
,PF12300.11,ATP-dependent RNA helicase RhlB,Family,2,181,341,170.5,60,Pfam seed
,PF00581.23,Rhodanese-like domain,Domain,141,246,15075,106.9,18,Pfam seed
,PF12368.11,Rhodanase C-terminal,Family,145,137,9892,68.2,35,Pfam seed
,PF11511.11,Intrinsic membrane protein PufX,Family,5,69,334,66.8,38,Pfam seed
,PF10413.12,Amino terminal of the G-protein receptor rhodopsin,Domain,5,36,180,36.0,74,Pfam seed
,PF00620.30,RhoGAP domain,Domain,83,244,12540,151.1,26,Pfam seed
,PF16512.8,p190-A and -B Rho GAPs FF domain,Domain,23,81,1837,79.9,35,Pfam seed
,PF19518.2,"p190RhoGAP, pG1 and pG2 domains",Domain,22,857,15101,686.4,50,Pfam seed
,PF00621.23,RhoGEF domain,Domain,157,414,28608,182.2,22,Pfam seed
,PF16615.8,Unstructured region one on RhoGEF 6 and 7,Disordered,14,48,643,45.9,36,Pfam seed
,PF16614.8,Unstructured region two on RhoGEF 6 and 7,Disordered,4,100,390,97.5,78,Pfam seed
,PF01694.25,Rhomboid family,Family,60,226,9119,152.0,24,Pfam seed
,PF20401.1,Rhomboid-like protein,Domain,16,199,3109,194.3,66,Pfam seed
,PF12122.11,Cytoplasmic N-terminal domain of rhomboid serine protease,Domain,15,98,1296,86.4,34,Pfam seed
,PF12595.11,Rhomboid serine protease,Family,9,212,1726,191.8,62,Pfam seed
,PF08912.14,Rho Binding,Coiled-coil,35,77,2358,67.4,45,Pfam seed
,PF02115.20,RHO protein GDP dissociation inhibitor,Domain,34,233,6556,192.8,46,Pfam seed
,PF07498.15,"Rho termination factor, N-terminal domain",Domain,104,50,4455,42.8,34,Pfam seed
,PF07497.15,"Rho termination factor, RNA-binding domain",Domain,246,112,18286,74.3,48,Pfam seed
,PF03527.17,RHS protein,Family,22,42,833,37.9,37,Pfam seed
,PF07999.14,"Retrotransposon hot spot protein, P-loop domain",Domain,3,326,922,307.3,30,Pfam seed
,PF20445.1,Retrotransposon hot spot proteins N-terminal,Domain,3,136,371,123.7,41,Pfam seed
,PF05593.17,RHS Repeat,Repeat,202,77,7727,38.3,25,Pfam seed
,PF00073.23,picornavirus capsid protein,Domain,49,261,8734,178.2,21,Pfam seed
,PF08428.13,Rib domain,Domain,78,108,6055,77.6,38,Pfam seed
,PF05914.15,RIB43A,Family,59,409,21839,370.2,34,Pfam seed
,PF01872.20,RibD C-terminal domain,Family,27,257,5342,197.9,23,Pfam seed
,PF04950.15,40S ribosome biogenesis protein Tsr1 and BMS1 C-terminal,Family,185,494,54918,296.9,34,Pfam seed
,PF18957.3,Long Rib domain,Domain,40,133,3826,95.7,34,Pfam seed
,PF00545.23,ribonuclease,Domain,129,142,10945,84.8,42,Pfam seed
,PF00636.29,Ribonuclease III domain,Family,229,377,23483,102.5,23,Pfam seed
,PF00825.21,Ribonuclease P,Family,87,184,9628,110.7,25,Pfam seed
,PF00445.21,Ribonuclease T2 family,Domain,195,441,37821,194.0,28,Pfam seed
,PF11469.11,Ribonuclease III,Family,3,119,345,115.0,47,Pfam seed
,PF14622.9,Ribonuclease-III-like,Family,42,227,5532,131.7,38,Pfam seed
,PF06479.15,Ribonuclease 2-5A,Family,153,205,19571,127.9,36,Pfam seed
,PF01042.24,Endoribonuclease L-PSP,Domain,25,149,2977,119.1,30,Pfam seed
,PF08584.14,Ribonuclease P 40kDa (Rpp40) subunit,Family,48,471,13335,277.8,26,Pfam seed
,PF08471.13,Class II vitamin B12-dependent ribonucleotide reductase,Family,58,125,6120,105.5,52,Pfam seed
,PF02867.18,"Ribonucleotide reductase, barrel domain",Family,67,1425,36611,546.4,29,Pfam seed
,PF00317.24,"Ribonucleotide reductase, all-alpha domain",Domain,132,180,11034,83.6,25,Pfam seed
,PF00268.24,"Ribonucleotide reductase, small chain",Domain,268,428,73719,275.1,29,Pfam seed
,PF04597.17,Ribophorin I,Family,168,777,73413,437.0,30,Pfam seed
,PF05817.17,Oligosaccharyltransferase subunit Ribophorin II,Family,36,905,23087,641.3,29,Pfam seed
,PF00428.22,60s Acidic ribosomal protein,Family,67,120,5945,88.7,31,Pfam seed
,PF00687.24,Ribosomal protein L1p/L10e family,Domain,541,482,110269,203.8,29,Pfam seed
,PF00466.23,Ribosomal protein L10,Family,111,142,11118,100.2,23,Pfam seed
,PF00298.22,"Ribosomal protein L11, RNA binding domain",Domain,635,140,44649,70.3,40,Pfam seed
,PF03946.17,"Ribosomal protein L11, N-terminal domain",Domain,250,76,14576,58.3,43,Pfam seed
,PF00542.22,Ribosomal protein L7/L12 C-terminal domain,Domain,328,89,22084,67.3,57,Pfam seed
,PF16320.8,Ribosomal protein L7/L12 dimerisation domain,Domain,479,69,22881,47.8,38,Pfam seed
,PF00572.21,Ribosomal protein L13,Family,53,148,6206,117.1,33,Pfam seed
,PF01294.21,Ribosomal protein L13e,Family,99,238,17738,179.2,48,Pfam seed
,PF00238.22,Ribosomal protein L14p/L23e,Domain,280,232,34594,123.5,49,Pfam seed
,PF01929.20,Ribosomal protein L14,Family,133,93,10011,75.3,37,Pfam seed
,PF00827.20,Ribosomal L15,Family,86,204,16143,187.7,49,Pfam seed
,PF00252.21,Ribosomal protein L16p/L10e,Domain,441,219,59880,135.8,38,Pfam seed
,PF01196.22,Ribosomal protein L17,Family,560,349,58498,104.5,43,Pfam seed
,PF17135.7,Ribosomal protein 60S L18 and 50S L18e,Family,66,249,12284,186.1,58,Pfam seed
,PF01775.20,Ribosomal proteins 50S-L18Ae/60S-L20/60S-L18A,Domain,60,125,5293,88.2,32,Pfam seed
,PF00861.25,"Ribosomal L18 of archaea, bacteria, mitoch. and chloroplast",Family,15,122,1744,116.3,46,Pfam seed
,PF14204.9,Ribosomal L18 C-terminal region,Domain,135,74,7729,57.3,37,Pfam seed
,PF01245.23,Ribosomal protein L19,Family,381,164,42299,111.0,52,Pfam seed
,PF01280.23,Ribosomal protein L19e,Family,123,166,17638,143.4,43,Pfam seed
,PF00181.26,"Ribosomal Proteins L2, RNA binding domain",Domain,26,94,2003,77.0,38,Pfam seed
,PF00453.21,Ribosomal protein L20,Family,339,119,36060,106.4,49,Pfam seed
,PF01157.21,Ribosomal protein L21e,Family,153,113,15122,98.8,39,Pfam seed
,PF00829.24,Ribosomal prokaryotic L21 protein,Family,601,153,60474,100.6,39,Pfam seed
,PF00237.22,Ribosomal protein L22p/L17e,Domain,702,215,77855,110.9,34,Pfam seed
,PF01776.20,Ribosomal L22e protein family,Family,90,135,9693,107.7,46,Pfam seed
,PF00276.23,Ribosomal protein L23,Family,592,170,51393,86.8,40,Pfam seed
,PF03939.16,"Ribosomal protein L23, N-terminal domain",Family,114,91,5845,51.3,49,Pfam seed
,PF17136.7,Ribosomal proteins 50S L24/mitochondrial 39S L24,Family,431,152,28012,65.0,38,Pfam seed
,PF01246.23,Ribosomal protein L24e,Domain,93,72,6094,65.5,43,Pfam seed
,PF01386.22,Ribosomal L25p family,Domain,622,170,54504,87.6,28,Pfam seed
,PF16906.8,"Ribosomal proteins L26 eukaryotic, L24P archaeal",Family,98,125,11156,113.8,47,Pfam seed
,PF01016.22,Ribosomal L27 protein,Family,345,108,27574,79.9,56,Pfam seed
,PF00828.22,"Ribosomal proteins 50S-L15, 50S-L18e, 60S-L27A",Family,465,261,56331,121.1,32,Pfam seed
,PF01777.21,Ribosomal L27e protein family,Family,80,116,6840,85.5,46,Pfam seed
,PF18471.4,Ribosomal L27 protein C-terminal domain,Domain,16,256,3825,239.1,36,Pfam seed
,PF00830.22,Ribosomal L28 family,Family,415,99,24554,59.2,33,Pfam seed
,PF01778.20,Ribosomal L28e protein family,Family,209,178,24357,116.5,30,Pfam seed
,PF00831.26,Ribosomal L29 protein,Family,712,71,40341,56.7,35,Pfam seed
,PF01779.20,Ribosomal L29e protein family,Family,61,47,2437,40.0,58,Pfam seed
,PF03947.21,"Ribosomal Proteins L2, C-terminal domain",Domain,373,181,47757,128.0,49,Pfam seed
,PF00297.25,Ribosomal protein L3,Family,7,417,2526,360.9,45,Pfam seed
,PF00327.23,Ribosomal protein L30p/L7e,Domain,759,69,38790,51.1,32,Pfam seed
,PF08079.15,Ribosomal L30 N-terminal domain,Domain,138,73,9908,71.8,38,Pfam seed
,PF01197.21,Ribosomal protein L31,Family,482,106,33555,69.6,45,Pfam seed
,PF01198.22,Ribosomal protein L31e,Family,82,87,6691,81.6,51,Pfam seed
,PF01655.21,Ribosomal protein L32,Family,148,139,15886,107.3,40,Pfam seed
,PF01783.26,Ribosomal L32p protein family,Family,116,71,6462,55.7,34,Pfam seed
,PF00471.23,Ribosomal protein L33,Family,333,87,15730,47.2,39,Pfam seed
,PF00468.20,Ribosomal protein L34,Family,265,46,11504,43.4,54,Pfam seed
,PF01199.21,Ribosomal protein L34e,Family,89,115,8275,93.0,46,Pfam seed
,PF01247.21,Ribosomal protein L35Ae,Domain,89,119,8554,96.1,49,Pfam seed
,PF01632.22,Ribosomal protein L35,Family,538,76,32452,60.3,40,Pfam seed
,PF00444.21,Ribosomal protein L36,Domain,168,66,6498,38.7,50,Pfam seed
,PF01158.21,Ribosomal protein L36e,Family,77,125,7465,96.9,48,Pfam seed
,PF08561.13,Mitochondrial ribosomal protein L37,Family,76,193,8376,110.2,39,Pfam seed
,PF01780.22,Ribosomal L37ae protein family,Family,98,104,8305,84.7,44,Pfam seed
,PF01907.22,Ribosomal protein L37e,Family,79,62,4218,53.4,52,Pfam seed
,PF01781.21,Ribosomal L38e protein family,Family,81,101,5732,70.8,52,Pfam seed
,PF00832.23,Ribosomal L39 protein,Family,77,42,3206,41.6,48,Pfam seed
,PF00573.25,Ribosomal protein L4/L1 family,Family,115,400,23040,200.3,30,Pfam seed
,PF01020.20,Ribosomal L40e family,Family,24,50,1187,49.5,62,Pfam seed
,PF05162.16,Ribosomal protein L41,Family,6,25,149,24.8,70,Pfam seed
,PF00935.22,Ribosomal protein L44,Family,74,90,5644,76.3,41,Pfam seed
,PF00281.22,Ribosomal protein L5,Domain,490,78,27419,56.0,44,Pfam seed
,PF10501.12,Ribosomal subunit 39S,Domain,45,140,4808,106.8,24,Pfam seed
,PF17144.7,"Ribosomal large subunit proteins 60S L5, and 50S L18",Family,94,202,15307,162.8,57,Pfam seed
,PF00673.24,ribosomal L5P family C-terminus,Domain,386,132,37349,96.8,41,Pfam seed
,PF00347.26,Ribosomal protein L6,Domain,91,90,6780,74.5,23,Pfam seed
,PF01159.22,Ribosomal protein L6e,Family,136,153,15025,110.5,43,Pfam seed
,PF03868.18,"Ribosomal protein L6, N-terminal domain",Domain,42,74,2461,58.6,49,Pfam seed
,PF01248.29,Ribosomal protein L7Ae/L30e/S12e/Gadd45 family,Domain,51,111,4867,95.4,24,Pfam seed
,PF03948.17,"Ribosomal protein L9, C-terminal domain",Domain,819,117,69216,84.5,33,Pfam seed
,PF01281.22,"Ribosomal protein L9, N-terminal domain",Domain,527,49,24740,46.9,44,Pfam seed
,PF00338.25,Ribosomal protein S10p/S20e,Domain,343,152,32924,96.0,29,Pfam seed
,PF00411.22,Ribosomal protein S11,Family,7,119,793,113.3,49,Pfam seed
,PF17487.5,Ribosomal protein S12,Family,5,88,430,86.0,48,Pfam seed
,PF00416.25,Ribosomal protein S13/S18,Family,11,129,1303,118.5,40,Pfam seed
,PF08069.15,Ribosomal S13/S15 N-terminal domain,Domain,113,68,6730,59.6,46,Pfam seed
,PF00253.24,Ribosomal protein S14p/S29e,Family,336,60,17744,52.8,45,Pfam seed
,PF00312.25,Ribosomal protein S15,Domain,605,104,49003,81.0,42,Pfam seed
,PF00886.22,Ribosomal protein S16,Family,577,126,35561,61.6,44,Pfam seed
,PF00366.23,Ribosomal protein S17,Domain,531,84,36265,68.3,43,Pfam seed
,PF00833.21,Ribosomal S17,Family,40,144,4904,122.6,57,Pfam seed
,PF16205.8,Ribosomal_S17 N-terminal,Family,62,79,4125,66.5,55,Pfam seed
,PF01084.23,Ribosomal protein S18,Family,340,60,17748,52.2,45,Pfam seed
,PF00203.24,Ribosomal protein S19,Domain,299,111,24316,81.3,46,Pfam seed
,PF01090.22,Ribosomal protein S19e,Family,150,173,20631,137.5,41,Pfam seed
,PF00318.23,Ribosomal protein S2,Family,367,289,77984,212.5,44,Pfam seed
,PF01649.21,Ribosomal protein S20,Family,626,117,51743,82.7,38,Pfam seed
,PF01165.23,Ribosomal protein S21,Family,320,67,17360,54.2,30,Pfam seed
,PF01249.21,Ribosomal protein S21e,Family,61,84,4810,78.9,51,Pfam seed
,PF08136.14,30S ribosomal protein subunit S22 family,Family,2,46,88,44.0,57,Pfam seed
,PF01282.22,Ribosomal protein S24e,Family,141,82,11131,78.9,34,Pfam seed
,PF03297.18,S25 ribosomal protein,Family,66,110,6588,99.8,43,Pfam seed
,PF01283.22,Ribosomal protein S26e,Family,32,123,3454,107.9,57,Pfam seed
,PF01599.22,Ribosomal protein S27a,Domain,59,54,2634,44.6,52,Pfam seed
,PF01667.20,Ribosomal protein S27,Family,7,55,385,55.0,44,Pfam seed
,PF01200.21,Ribosomal protein S28e,Family,40,67,2533,63.3,52,Pfam seed
,PF04758.17,Ribosomal protein S30,Family,31,66,1786,57.6,55,Pfam seed
,PF02482.22,Sigma 54 modulation protein / S30EA ribosomal protein,Family,756,191,71026,93.9,23,Pfam seed
,PF01015.21,Ribosomal S3Ae family,Family,129,270,25512,197.8,35,Pfam seed
,PF00189.23,"Ribosomal protein S3, C-terminal domain",Domain,231,97,19251,83.3,46,Pfam seed
,PF00163.22,Ribosomal protein S4/S9 N-terminal domain,Family,392,184,37128,94.7,34,Pfam seed
,PF00900.23,Ribosomal family S4e,Family,161,109,12161,75.5,35,Pfam seed
,PF11993.11,Ribosomal S4P (gammaproteobacterial),Family,13,182,2112,162.5,33,Pfam seed
,PF00333.23,"Ribosomal protein S5, N-terminal domain",Domain,345,73,22451,65.1,40,Pfam seed
,PF03719.18,"Ribosomal protein S5, C-terminal domain",Domain,454,81,32365,71.3,40,Pfam seed
,PF01250.20,Ribosomal protein S6,Domain,719,167,64869,90.2,29,Pfam seed
,PF01092.22,Ribosomal protein S6e,Family,101,161,12528,124.0,41,Pfam seed
,PF00177.24,Ribosomal protein S7p/S5e,Domain,407,283,60960,149.8,44,Pfam seed
,PF01251.21,Ribosomal protein S7e,Family,62,197,11283,182.0,48,Pfam seed
,PF00410.22,Ribosomal protein S8,Domain,402,203,51514,128.1,44,Pfam seed
,PF01201.25,Ribosomal protein S8e,Family,230,322,40287,175.2,35,Pfam seed
